S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (μS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
737,Bihar,Nalanda,Muraura,85.5522,25.2031,2023,7.92,1412,0,665,99,1.18,10,10,0,390,110,28,116,50,-,-,0
738,Bihar,Nalanda,Ranabigha,85.5092,25.1733,2023,7.84,1620,0,445,181,1.26,156,23,0,395,48,67,188,1,-,-,0
739,Bihar,Nalanda,Sohdh,85.5133,25.2275,2023,7.81,1273,0,531,89,1.45,56,12,0.32,420,110,28,95,2,-,-,2.1
740,Bihar,Nalanda,Jakhaur,85.6881,25.2714,2023,7.83,870,0,384,78,1.22,3,3,0.16,340,110,24,41,2,-,-,0
741,Bihar,Nalanda,Chandi,85.4856,25.3183,2023,7.71,1047,0,488,50,1.16,45,10,0,330,136,32,88,3,-,-,11
742,Bihar,Nalanda,Ekangarsarai,85.2208,25.225,2023,7.85,2467,0,1141,135,1.13,87,8,0,230,52,24,256,344,-,-,0
743,Bihar,Nalanda,Giriak,85.5292,25.025,2023,7.83,1051,0,439,89,1.11,21,24,0,400,104,34,57,4,-,-,0
744,Bihar,Nalanda,Pawapuri,85.55,25.1,2023,7.89,545,0,275,21,1.65,3,3,0,195,30,16,33,1,-,-,8.1
745,Bihar,Nalanda,Harnaut1,85.5286,25.3753,2023,7.95,1790,0,543,188,0.8,160,24,0.23,485,144,30,178,18,-,-,0
746,Bihar,Nalanda,Hilsa,85.2875,25.3042,2023,7.89,688,0,323,32,1.46,19,1,0,230,82,23,45,2,-,-,0
747,Bihar,Nalanda,Nischalganj,85.325,25.2458,2023,7.71,1069,0,580,36,1.18,3,3,0,170,174,11,170,0,-,-,0
748,Bihar,Nalanda,Islampur,85.2139,25.1356,2023,7.98,1760,0,622,227,0.8,23,23,0,400,54,30,207,23,-,-,1.2
749,Bihar,Nalanda,Sherpur,85.2519,25.1536,2023,7.81,580,0,293,18,1.27,15,5,0,160,84,19,57,3,-,-,3.6
750,Bihar,Nalanda,Karaiparsurai,85.2672,25.3686,2023,7.72,1290,0,628,85,0.96,3,3,0,415,74,29,79,43,-,-,0
751,Bihar,Nalanda,Nagarnausa,85.3461,25.3947,2023,7.95,1290,0,512,156,1.25,0,0,0,430,70,62,96,2,-,-,2.3
752,Bihar,Nalanda,Ankuri Bazar,85.2656,25.045,2023,7.12,746,0,342,36,1.23,20,0,0.13,255,70,19,48,1,-,-,6.3
753,Bihar,Nalanda,Daudpur,85.4758,25.2157,2023,7.92,1188,0,500,64,1.29,39,24,0.21,240,64,12,68,137,-,-,0
754,Bihar,Nalanda,Heganpura,85.5025,25.2289,2023,7.96,1130,0,397,117,1.03,65,1,0,315,144,27,113,2,-,-,5.9
755,Bihar,Nalanda,Kundalpur,85.4469,25.1561,2023,7.76,1000,0,555,43,1.39,1,1,0,195,118,16,145,5,-,-,5.4
756,Bihar,Nalanda,Paparnhosa,85.4331,25.1772,2023,7.91,1093,0,482,71,1.47,20,20,0,145,50,4,117,108,-,-,0
757,Bihar,Nalanda,Parwalpur,85.3675,25.2081,2023,7.87,1305,0,433,178,1.45,8,8,0,215,52,43,188,1,-,-,6.3
758,Bihar,Nalanda,Parwalpur 1,85.3522,25.2014,2023,7.82,1635,0,592,153,1.32,66,35,0.31,175,16,24,252,64,-,-,0
759,Bihar,Nalanda,Vena,85.5342,25.3244,2023,7.92,695,0,336,36,1.27,16,0,0,270,122,18,33,2,-,-,3.2
760,Bihar,Nalanda,Pilkhi,85.3875,25.0222,2023,7.81,436,0,226,14,1.72,5,5,0,165,52,21,22,1,-,-,2.1
761,Bihar,Nalanda,Rajgir,85.4042,25.0208,2023,7.92,830,0,323,71,2.2,24,20,0,280,32,39,60,3,-,-,3.2
762,Bihar,Nalanda,Doiya,85.8236,25.2317,2023,7.85,1090,0,537,46,1.25,17,20,0,225,80,16,58,152,-,-,0
763,Bihar,Nalanda,Sarmera,85.7997,25.2561,2023,7.92,1500,0,390,188,1.17,129,22,0,455,84,60,127,8,-,-,5.4
764,Bihar,Nalanda,Nalanda,85.4456,25.1356,2023,7.85,1221,0,500,114,1.07,21,21,0.19,220,30,35,177,10,-,-,0
765,Bihar,Nalanda,Nirpur,85.4219,25.1372,2023,7.82,2730,0,891,412,1.34,23,23,0,725,30,70,290,1,-,-,5.3
766,Bihar,Nalanda,Silao,85.4511,25.075,2023,7.85,2336,0,634,309,1.3,144,5,0,575,32,81,241,13,-,-,4.3
767,Bihar,Nalanda,Sithaura,85.5122,25.0389,2023,7.73,2685,0,878,334,1.43,122,16,0,390,96,28,432,7,-,-,0
768,Bihar,Nalanda,Asta Kharjuma,85.3906,25.2903,2023,7.34,715,0,336,39,1.03,16,11,0,290,70,28,30,3,-,-,0
769,Bihar,Nalanda,Bhathar,85.3869,25.2975,2023,7.35,1340,0,671,64,1.14,21,2,0,275,122,27,113,113,-,-,6.3
770,Bihar,Nawada,Basantpur,85.5667,24.8125,2023,7.95,1164,0,427,128,1.91,29,2,0.31,365,98,29,93,1,-,-,0
771,Bihar,Nawada,Bishunpur,85.6804,24.7645,2023,7.67,745,0,214,103,0.68,40,8,0.13,250,60,24,55,3,-,-,0.12
772,Bihar,Nawada,Hisua,85.414,24.8375,2023,7.85,531,0,183,71,0.63,10,5,0,170,24,27,43,1,-,-,0
773,Bihar,Nawada,Tungi,85.305,24.8105,2023,8.03,773,0,214,107,0.88,45,18,0,280,60,32,47,2,-,-,0
774,Bihar,Nawada,Chandinama,85.6686,24.7508,2023,8.02,887,0,397,60,2.4,19,6,0.12,250,72,17,84,7,-,-,0
775,Bihar,Nawada,Rupau,85.7525,24.8604,2023,7.79,1948,0,610,284,0.69,55,20,0,675,154,70,136,1,-,-,1.04
776,Bihar,Nawada,Meskaur,85.355,24.738,2023,8.01,1994,0,573,284,0.94,98,24,0,575,138,56,188,11,-,-,6.54
777,Bihar,Nawada,Khanwa,85.4329,24.739,2023,7.94,1239,0,427,142,0.81,49,23,0,420,100,41,72,32,-,-,0
778,Bihar,Nawada,Pakribrawan Pond,85.7408,24.9553,2023,8.02,2307,0,732,330,1.9,70,21,0.15,600,164,46,259,1,-,-,0
779,Bihar,Nawada,Roh,85.66,24.9011,2023,7.85,1458,0,427,206,0.88,63,28,0.14,545,122,58,82,2,-,-,0.55
780,Bihar,Nawada,Dopata,85.5147,24.7118,2023,7.79,458,0,134,75,0.78,7,5,0,125,38,7,47,1,-,-,0
781,Bihar,Nawada,Garhpar,85.6708,24.8292,2023,8.15,1078,0,354,121,2.47,33,22,0.15,415,112,33,46,5,-,-,6.3
782,Bihar,Nawada,Gonama,85.6861,24.875,2023,8,896,0,397,60,1.94,16,17,0,355,90,32,40,1,-,-,0
783,Bihar,Nawada,Nawabganj,85.4106,24.6534,2023,7.96,795,0,244,114,1.12,33,3,0,170,32,22,104,0,-,-,0
784,Bihar,Nawada,Shahpur Morh,85.4183,24.6503,2023,8.05,1700,0,689,142,1.6,97,2,0,530,174,23,145,22,-,-,7.6
785,Bihar,Nawada,Warsaliganj,85.5736,25.0247,2023,7.91,960,0,348,85,2.25,42,15,0,320,90,23,64,3,-,-,0
786,Bihar,Patna,Bhaktiarpur,85.5292,25.4625,2023,8.05,902,0,384,53,0.39,55,5,0,250,62,23,87,9,-,-,0
787,Bihar,Patna,Amraha,84.8621,25.5289,2023,7.95,465,0,220,21,0.23,20,1,0,205,40,26,13,1,-,-,0
788,Bihar,Patna,Baliapakar,84.8249,25.3396,2023,7.84,1181,0,427,96,0.83,77,31,0.11,330,46,52,106,22,-,-,15.65
789,Bihar,Patna,Bishambharpur,84.8898,25.5794,2023,7.94,886,0,366,67,0.66,29,22,0,320,62,40,53,5,-,-,8.64
790,Bihar,Patna,Raghopur,84.864,25.5483,2023,7.78,403,0,207,11,0.39,15,0,0.12,180,30,26,9,1,-,-,7.29
791,Bihar,Patna,Andhra Chowki,84.8985,25.4687,2023,7.68,411,0,171,32,0.38,13,8,0.11,155,26,22,18,7,-,-,10.54
792,Bihar,Patna,Dina Bigha,84.8619,25.465,2023,7.93,587,0,305,18,0.4,15,4,0.23,225,42,29,26,9,-,-,3.72
793,Bihar,Patna,Moriyawa,84.866,25.4971,2023,7.84,912,0,226,174,0.52,26,0,0,380,70,50,31,5,-,-,12.65
794,Bihar,Patna,Noniatola,84.8652,25.4418,2023,8.11,1146,0,366,128,0.36,60,34,0,350,64,46,101,4,-,-,0
795,Bihar,Patna,Darbeshpur,84.9393,25.6524,2023,7.95,1239,0,427,107,0.52,88,35,0.12,375,86,39,110,3,-,-,21.65
796,Bihar,Patna,Goptal,85.058,25.6406,2023,7.98,1165,0,537,78,0.65,29,3,0,385,78,46,78,21,-,-,9.65
797,Bihar,Patna,Khaspur,84.9891,25.6506,2023,7.76,505,0,268,11,0.52,16,2,0,180,22,30,31,1,-,-,0
798,Bihar,Patna,Daniyawan,84.8983,25.4661,2023,7.89,652,0,305,43,0.93,14,2,0.32,230,74,11,43,7,-,-,0
799,Bihar,Patna,Majhauli,85.1212,25.3595,2023,7.94,827,0,342,60,0.39,23,31,0,300,66,33,50,2,-,-,11.6
800,Bihar,Patna,Nima,85.0724,25.4071,2023,7.95,456,0,189,32,0.73,26,0,0,185,30,27,18,2,-,-,0.78
801,Bihar,Patna,Ainkhawn,84.8687,25.3922,2023,8.01,476,0,183,32,0.54,16,34,0.31,175,40,18,27,2,-,-,0.64
802,Bihar,Patna,Fatuha,85.0125,25.6347,2023,7.72,940,0,384,64,0.85,30,19,0.12,315,82,27,65,2,-,-,0
803,Bihar,Patna,Gyaspur(Purvatola),84.8897,25.6271,2023,8.18,1550,0,531,153,0.48,89,40,0.25,565,102,75,84,19,-,-,9.03
804,Bihar,Patna,Lalbeghum,84.9685,25.655,2023,7.65,465,0,232,14,0.5,15,4,0.13,160,42,13,33,1,-,-,0.54
805,Bihar,Patna,Maner,84.886,25.6481,2023,7.91,1243,0,476,121,0.59,57,4,0,365,58,53,111,11,-,-,15.58
806,Bihar,Patna,Maner New,84.9097,25.6478,2023,7.84,1034,0,445,57,0.69,64,7,0,380,70,50,60,4,-,-,7.21
807,Bihar,Patna,Nagwa,84.9145,25.6233,2023,7.94,785,0,287,82,0.35,26,19,0.15,295,62,34,43,2,-,-,2.17
808,Bihar,Patna,Manichak,85.031,25.3595,2023,7.73,860,0,354,53,0.62,41,27,0,300,50,43,57,3,-,-,1.29
809,Bihar,Patna,Maranchi,85.9911,25.3539,2023,8.15,821,0,311,67,0.51,57,1,0,310,102,13,41,8,-,-,0
810,Bihar,Patna,Mokama,85.2958,25.5042,2023,7.85,1802,0,531,217,0.73,114,50,0.15,580,84,90,145,6,-,-,1.65
811,Bihar,Patna,Faridpur New,84.9853,25.5487,2023,7.94,495,0,244,18,0.54,21,0,0,195,48,18,21,3,-,-,3.7
812,Bihar,Patna,Snehitota,84.9613,25.5052,2023,7.81,1515,0,525,188,0.31,45,15,0,450,122,35,131,20,-,-,0
813,Bihar,Patna,Bharatpura,84.8591,25.3508,2023,8.13,1438,0,537,142,0.88,69,4,0,430,106,40,117,29,-,-,14.38
814,Bihar,Patna,Patna City,85.196,25.5984,2023,7.71,1412,0,500,146,0.66,78,7,0,445,80,60,118,6,-,-,0
815,Bihar,Patna,Khazpura,85.0782,25.6055,2023,7.87,1065,0,439,78,0.82,44,20,0.25,330,64,41,78,25,-,-,2.65
816,Bihar,Patna,Patnacity,85.1322,25.5964,2023,8.01,1489,0,580,121,1.44,89,1,0,430,112,36,105,69,-,-,0
817,Bihar,Patna,"Dheeraj Chak, Anishabad",85.0991,25.5876,2023,7.83,938,0,390,64,0.69,41,21,0,335,58,46,57,6,-,-,0
818,Bihar,Patna,Etwarpur,85.1262,25.5748,2023,8.18,1738,0,598,178,0.6,94,34,0,580,118,69,118,27,-,-,15.8
819,Bihar,Patna,Hulas Chak,85.0269,25.5395,2023,8.03,701,0,207,85,0.24,31,32,0.19,295,62,34,25,2,-,-,0.57
820,Bihar,Patna,Deokoli,85.1679,25.4264,2023,7.81,555,0,262,25,0.33,23,2,0,210,24,36,31,1,-,-,0.3
821,Bihar,Patna,Sampatchak,85.1741,25.5426,2023,7.63,559,0,244,36,0.58,26,0,0,195,36,26,39,2,-,-,0
822,Bihar,Patna,Agwanpur,85.7316,25.4514,2023,7.65,508,0,183,60,0.44,16,1,0,165,22,27,41,1,-,-,2.11
823,Bihar,Patna,Barh,85.7083,25.4761,2023,7.83,818,0,287,107,0.41,23,1,0,285,54,36,54,4,-,-,0
824,Bihar,Patna,Rajpura,85.6426,25.4588,2023,7.74,581,0,153,99,0.22,24,1,0.11,250,62,23,17,0,-,-,3.56
825,Bihar,Patna,Sahri,85.7285,25.4747,2023,7.93,1909,0,586,284,0.71,48,25,0.24,510,82,74,181,40,-,-,0
826,Bihar,Purnea,Amour,87.7198,25.9703,2023,7.83,480,0,189,46,0.82,13,2,0,165,24,26,30,9,-,-,0.11
827,Bihar,Purnea,Chadia,87.7841,25.8635,2023,7.95,335,0,92,50,0.14,16,4,0,60,10,9,49,1,-,-,2.11
828,Bihar,Purnea,Banmankhi,87.192,25.8842,2023,7.58,988,0,348,114,0.33,36,15,0.11,360,82,38,47,24,-,-,0
829,Bihar,Purnea,Budhia Gola,87.2837,25.8958,2023,7.88,750,0,207,103,0.92,37,26,0.14,285,60,33,33,14,-,-,0
830,Bihar,Purnea,Mangujan,87.1752,25.8388,2023,7.75,859,0,281,96,0.15,41,28,0.21,330,70,38,44,1,-,-,0
831,Bihar,Purnea,Amri Kukraun East,87.1899,25.7717,2023,7.74,536,0,256,28,0.19,11,5,0,190,30,28,33,6,-,-,1.24
832,Bihar,Purnea,Amri Kukraun West,87.1851,25.7633,2023,7.91,556,0,226,50,0.65,18,1,0,270,60,29,4,2,-,-,0
833,Bihar,Purnea,Dhamdaha,87.1789,25.7379,2023,7.93,864,0,311,96,0.02,19,29,0.23,330,60,44,42,7,-,-,0
834,Bihar,Purnea,Jalagrah,87.5304,25.9546,2023,8.11,471,0,140,64,0.23,26,4,0,220,32,34,5,2,-,-,0
835,Bihar,Purnea,Kajha,87.3524,25.7765,2023,7.85,795,0,220,114,0.79,31,31,0.15,315,62,39,36,2,-,-,1.06
836,Bihar,Purnea,Purnea,87.4832,25.7821,2023,7.89,453,0,128,60,0.36,20,22,0,220,40,29,2,0,-,-,0
837,Bihar,Purnea,Ranipatra,87.5113,25.732,2023,7.93,107,0,18,18,0.18,10,3,0,50,8,7,0,0,-,-,0
838,Bihar,Purnea,Dargaha,87.1446,25.5957,2023,8.01,274,0,73,36,0.13,11,16,0,135,24,18,2,0,-,-,0
839,Bihar,Purnea,Khata Hat,87.4262,25.8871,2023,7.65,332,0,116,36,0.3,12,10,0,125,30,12,17,5,-,-,0
840,Bihar,Purnea,Barsoni,87.5838,25.8035,2023,7.69,675,0,165,110,0.4,45,2,0,230,50,26,48,2,-,-,2.56
841,Bihar,Rohtas,Bagen,84.1516,24.966,2023,8.09,992,0,336,114,0.38,38,28,0,355,78,39,46,30,-,-,0.44
842,Bihar,Rohtas,Neema,84.21,25.0379,2023,7.79,320,0,134,18,0.39,10,18,0,100,30,6,21,10,-,-,0
843,Bihar,Rohtas,Bikramganj,84.2628,25.2253,2023,8.06,725,0,262,71,0.41,14,42,0,280,76,22,36,1,-,-,0.7
844,Bihar,Rohtas,Chenari,83.8015,24.9163,2023,7.98,511,0,256,18,0.77,8,16,0,200,64,10,25,0,-,-,2.62
845,Bihar,Rohtas,Dawath( Panchmandir Tola),84.2225,25.2928,2023,8.19,548,0,275,14,0.57,9,23,0,235,64,18,17,0,-,-,1.73
846,Bihar,Rohtas,Maliabagh,84.207,25.3399,2023,8.11,521,0,287,14,0.62,5,3,0,190,48,17,33,1,-,-,1.53
847,Bihar,Rohtas,Anikut (Anikat),84.1777,24.8915,2023,7.88,615,0,268,39,0.44,17,19,0.09,245,64,21,27,2,-,-,2.12
848,Bihar,Rohtas,Dinara,84.0604,25.2485,2023,7.88,871,0,305,110,0.73,13,21,0,310,76,29,56,2,-,-,3.98
849,Bihar,Rohtas,Kochas,83.9209,25.2352,2023,7.85,948,0,384,99,0.55,18,2,0,255,52,30,100,1,-,-,9.01
850,Bihar,Rohtas,Ambwalia (Amolia),83.9306,25.1221,2023,7.96,515,0,256,18,0.79,9,15,0,155,48,9,46,1,-,-,2.98
851,Bihar,Rohtas,Bahaura,84.309,25.104,2023,7.88,336,0,153,18,0.59,15,3,0,140,46,6,12,0,-,-,1.49
852,Bihar,Rohtas,Belthari,83.9176,25.1921,2023,7.95,641,0,354,14,0.53,6,5,0,245,58,24,34,1,-,-,5.66
853,Bihar,Rohtas,Sinsiyau,83.9238,25.1397,2023,8.17,759,0,348,50,0.87,9,18,0,190,40,22,86,1,-,-,6.16
854,Bihar,Rohtas,Rajandih,83.8869,25.2259,2023,7.7,795,0,372,53,0.76,12,1,0,175,34,22,104,0,-,-,11.36
855,Bihar,Rohtas,Jahanabad (Kudra),83.7933,25.0464,2023,8.22,902,0,171,181,0.31,38,17,0,210,52,19,111,1,-,-,1.79
856,Bihar,Rohtas,Nasriganj,84.3294,25.0542,2023,7.81,457,0,244,11,0.9,6,5,0,215,58,17,7,0,-,-,1.74
857,Bihar,Rohtas,Auraiya,83.8851,24.5673,2023,7.8,541,0,275,21,0.68,7,10,0,230,68,15,18,0,-,-,2.15
858,Bihar,Rohtas,Nokha,84.1234,25.1028,2023,7.98,488,0,238,25,0.84,11,3,0,175,56,9,28,3,-,-,1.26
859,Bihar,Rohtas,Rajpur,84.2035,25.0768,2023,7.91,505,0,250,18,0.86,8,18,0,160,28,22,33,14,-,-,0.17
860,Bihar,Rohtas,Akbarpur,83.9597,24.6339,2023,8.18,470,0,244,14,0.84,8,6,0,225,70,12,3,2,-,-,0.64
861,Bihar,Rohtas,Karma,84.3234,25.0838,2023,7.95,500,0,226,25,0.74,11,23,0,215,60,16,15,0,-,-,2.5
862,Bihar,Rohtas,Sanjhauli Bazar,84.1849,25.1438,2023,8.18,425,0,171,32,0.52,12,14,0.07,140,42,9,31,1,-,-,0
863,Bihar,Rohtas,Amawan Gate,83.9386,24.9624,2023,8.13,1475,0,580,163,1.35,18,10,0.21,215,22,39,241,1,-,-,27.31
864,Bihar,Rohtas,Karbindia,84.0842,24.9534,2023,8.05,750,0,256,71,0.76,44,20,0,250,58,26,59,0,-,-,5.71
865,Bihar,Rohtas,Sasaram,84.0147,24.9524,2023,8.05,1052,0,451,85,0.55,13,25,0.11,270,66,26,116,4,-,-,2.38
866,Bihar,Rohtas,Tilothu,84.0958,24.8151,2023,8.13,503,0,268,14,0.52,10,3,0,225,70,12,12,0,-,-,1.53
867,Bihar,Saharsa,Basudeva,86.5319,25.8969,2023,8.01,510,0,98,75,1.02,56,14,0,145,50,5,41,15,-,-,1.32
868,Bihar,Saharsa,Chainpur,86.5221,25.8321,2023,7.94,531,0,214,39,0,29,4,0,200,36,27,18,21,-,-,0
869,Bihar,Saharsa,Kharkutti,86.5542,25.8693,2023,7.68,932,0,299,78,1.25,56,62,0,320,62,40,52,25,-,-,8.55
870,Bihar,Saharsa,Tulsiyahi,86.5426,25.9193,2023,8.03,1140,0,421,110,0.59,64,5,0,370,82,40,78,23,-,-,0.26
871,Bihar,Saharsa,Bangaon,86.5194,25.8681,2023,8.17,402,0,153,39,0.98,17,0,0,155,24,23,15,8,-,-,0
872,Bihar,Saharsa,Baijanathpur,86.6457,25.891,2023,8.08,671,0,287,43,0,31,10,0.06,250,40,36,31,15,-,-,0.66
873,Bihar,Saharsa,Patuaha,86.6319,25.8819,2023,7.83,499,0,226,11,0.38,44,0,0.08,235,46,29,4,6,-,-,0
874,Bihar,Saharsa,Saharsa-1,86.5928,25.8743,2023,7.79,1115,0,348,135,0.98,58,22,0,335,78,34,88,25,-,-,0
875,Bihar,Saharsa,Patodi Bazar,86.5463,25.9567,2023,7.74,909,0,336,89,0.59,47,3,0,295,52,40,60,22,-,-,2.61
876,Bihar,Saharsa,Punchgachi,86.5521,25.9682,2023,7.79,1009,0,372,92,0.95,44,27,0,350,64,46,60,20,-,-,0
877,Bihar,Saharsa,Jamunia,86.5584,25.7567,2023,7.65,699,0,226,92,0.88,30,3,0.12,255,62,24,37,10,-,-,0
878,Bihar,Saharsa,Simri Bakhtiyarpur,86.5805,25.7285,2023,7.81,521,0,207,39,0.89,32,0,0,180,28,27,30,13,-,-,0.24
879,Bihar,Saharsa,Simri Bakhtiyarpur-1,86.5824,25.7264,2023,8.05,1401,0,500,114,0.82,70,72,0,435,112,38,106,30,-,-,0
880,Bihar,Saharsa,Sonbarsaraj-1,86.7247,25.6736,2023,7.17,1102,0,464,85,0.54,50,1,0.14,370,80,41,74,16,-,-,0
881,Bihar,Saharsa,Adarch,86.6747,25.839,2023,7.95,295,0,116,18,0.53,23,0,0,125,20,18,6,6,-,-,0
882,Bihar,Saharsa,Chandaur,86.678,25.8484,2023,7.83,329,0,159,11,0.29,19,0,0,130,18,21,11,9,-,-,3.77
883,Bihar,Samastipur,Dalsinghsaray,85.8422,25.6697,2023,7.29,859,0,406,18,0.24,55,32,0,305,40,50,57,2,-,-,-
884,Bihar,Samastipur,Dalsinghsaray (Police),85.8363,25.6688,2023,7.79,1683,0,640,135,0.83,128,7,0,430,96,46,154,32,-,-,-
885,Bihar,Samastipur,Basudebpur,85.7749,25.9129,2023,8.39,726,12,351,11,0.48,43,14,0,290,48,41,33,2,-,-,-
886,Bihar,Samastipur,Jakhra,85.8019,25.9467,2023,7.16,699,0,308,35,0.56,40,0,0,201,40,24,56,4,-,-,-
887,Bihar,Samastipur,Jathmalpur,85.8118,26.0333,2023,8.08,681,0,412,11,0.51,22,0,0,190,48,17,89,3,-,-,-
888,Bihar,Samastipur,Jathmalpur ( Samastipur),85.8119,26.0332,2023,8.38,1132,9,372,156,0.17,72,0,0,325,54,46,105,5,-,-,-
889,Bihar,Samastipur,Madudabad,85.7019,25.6024,2023,8.36,1380,6,406,106,0.27,75,75,0,90,102,56,92,3,-,-,-
890,Bihar,Samastipur,Malipur,86.0906,25.7977,2023,7.73,787,0,314,55,0.79,35,6,0,260,40,39,57,2,-,-,-
891,Bihar,Samastipur,Rosera,86.0141,25.7646,2023,7.55,675,0,308,22,0.29,27,16,0,220,40,29,42,1,-,-,-
892,Bihar,Samastipur,Sarai Ranjan,85.7137,25.763,2023,7.63,1121,0,498,106,0.89,68,0,0,475,60,79,49,3,-,-,-
893,Bihar,Samastipur,Karain,86.0103,25.8604,2023,7.39,2355,0,732,141,0.32,161,87,0.06,845,124,130,75,49,-,-,-
894,Bihar,Samastipur,Khairpura,86.1506,25.8496,2023,8.13,478,0,258,21,0.88,15,0,0,140,42,9,40,3,-,-,-
895,Bihar,Samastipur,Tajpur,85.6694,25.8611,2023,8.39,1780,12,449,264,0.38,71,15,0,635,132,74,111,1,-,-,-
896,Bihar,Samastipur,Vikrampur,85.6785,25.7362,2023,7.31,834,0,357,28,0.43,51,12,0,340,54,50,25,2,-,-,-
897,Bihar,Samastipur,Motipur,85.6751,25.8473,2023,8.05,740,0,400,18,0.63,18,0,0,230,44,29,57,2,-,-,-
898,Bihar,Samastipur,Dadhia Asadpur,85.8681,25.8215,2023,7.15,634,0,381,4,0.3,30,7,0,220,40,29,44,1,-,-,-
899,Bihar,Samastipur,Raipur,85.7965,25.7599,2023,7.82,2185,0,818,206,1.04,140,3,0.09,140,84,123,85,160,-,-,-
900,Bihar,Samastipur,Ujiyarpur,85.7881,25.7649,2023,7.94,1398,0,510,103,0.92,138,13,1.13,410,106,35,99,66,-,-,-
901,Bihar,Samastipur,Kalyanpur,85.9131,25.7152,2023,7.76,1014,0,363,113,0.43,73,8,0,245,42,34,117,24,-,-,-
902,Bihar,Samastipur,Patpara,85.935,25.7832,2023,7.11,730,0,394,12,0.52,39,2,0,105,50,44,36,1,-,-,-
903,Bihar,Samastipur,Sahit,85.7886,25.5876,2023,7.36,1327,0,394,209,0.23,54,32,0,399,80,48,106,1,-,-,-
904,Bihar,Samastipur,Kishanpur,85.8438,25.9276,2023,8.09,2720,0,941,241,0.71,162,11,0.04,640,108,90,304,57,-,-,-
905,Bihar,Samastipur,Kuseya,85.8187,25.9085,2023,7.87,1591,0,529,113,0.81,91,16,0,380,80,44,100,117,-,-,-
906,Bihar,Samastipur,Raghunathpur,85.829,25.9342,2023,7.36,681,0,344,28,0.41,31,3,0,335,58,46,22,2,-,-,-
907,Bihar,Saran,Aami,84.9678,25.7439,2023,7.93,743,0,394,28,0,28,0,0,270,38,43,26,9,-,-,2.78
908,Bihar,Saran,Amnour Bazaar,84.6897,26.0008,2023,8,626,0,344,7,0.15,34,0,0,280,36,46,22,3,-,-,12.8
909,Bihar,Saran,Baleshra,84.6985,26.0591,2023,8.02,493,0,271,11,0.22,19,0,0,195,28,30,25,3,-,-,25.06
910,Bihar,Saran,Manopali,84.6882,26.0563,2023,8.11,929,0,326,85,0.74,72,23,0,385,30,75,51,4,-,-,12.29
911,Bihar,Saran,Daldali Bazar A,84.7515,25.7802,2023,7.88,964,0,443,71,0.14,40,23,0,380,44,66,30,3,-,-,9.18
912,Bihar,Saran,Chapra,84.7483,25.781,2023,7.99,921,0,467,43,0,38,0,0,320,40,53,45,3,-,-,13.1
913,Bihar,Saran,Chirand,84.8273,25.7477,2023,8.16,755,0,400,28,1.1,13,0,0,310,24,61,31,2,-,-,16.81
914,Bihar,Saran,Mauna Pakri,84.7483,25.781,2023,7.99,738,0,323,67,0.08,26,21,0,315,42,51,23,3,-,-,6.59
915,Bihar,Saran,Taraiya,84.882,26.0733,2023,7.99,1121,0,387,96,0.49,102,1,0,470,60,78,46,4,-,-,10.97
916,Bihar,Saran,Dariyapur,85.036,25.7968,2023,8.41,638,18,381,7,1.17,12,0,0,265,42,39,28,3,-,-,13.29
917,Bihar,Saran,Bishunpur,84.6023,25.9591,2023,8.33,1086,9,437,96,0,52,0,0,260,28,46,107,8,-,-,6.75
918,Bihar,Saran,Ekma,84.5387,25.9667,2023,8.18,749,0,271,78,0.15,31,10,0,270,36,44,38,4,-,-,21.96
919,Bihar,Saran,Garkha,84.8644,25.8358,2023,8.22,483,0,246,11,1.33,14,0,0,180,34,23,23,4,-,-,18.12
920,Bihar,Saran,Minapur,84.8536,25.8015,2023,8.27,631,0,308,11,1.37,18,0,0,250,28,44,24,3,-,-,6.75
921,Bihar,Saran,Ishuapur,84.8917,25.825,2023,7.92,666,0,394,18,0.08,5,0,0,285,30,51,24,5,-,-,16.81
922,Bihar,Saran,Bisunpur,84.6943,25.9079,2023,8.56,728,27,320,11,0,14,0,0,245,28,43,23,3,-,-,14.6
923,Bihar,Saran,Nagra,84.7641,25.8983,2023,8.43,569,21,314,7,0,32,0,0,285,30,51,22,3,-,-,11.12
924,Bihar,Saran,Rampur Kala,84.7732,25.8738,2023,8.19,572,0,289,11,0.19,31,0,0,225,26,39,30,2,-,-,2.38
925,Bihar,Saran,Dandaspur,84.5941,26.0632,2023,8.08,860,0,332,99,0.09,65,0,0,410,46,72,33,6,-,-,2.3
926,Bihar,Saran,Kasba Maker,84.6928,25.8178,2023,8.16,533,0,314,7,1.11,8,0,0,255,46,34,16,2,-,-,4.47
927,Bihar,Saran,Breja,84.5494,25.9094,2023,8.01,602,0,234,35,0.01,30,24,0,225,52,23,22,3,-,-,9.78
928,Bihar,Saran,Madansath,84.5568,25.8888,2023,8.17,517,0,240,43,0.15,22,5,0,210,32,32,18,2,-,-,7.41
929,Bihar,Saran,Majhanpura,84.595,25.8182,2023,8.18,1159,0,603,35,0.03,75,0,0,370,12,83,96,1,-,-,18.29
